Time,Person In,Person Out
2022/09/02 13:12:15,1,
2022/09/02 13:12:16,1,
2022/09/02 13:12:31,1,
2022/09/02 13:12:57,,1
2022/09/02 13:13:19,,1
2022/09/02 13:13:42,1,
2022/09/02 13:14:09,1,
2022/09/02 13:15:28,1,
2022/09/02 13:15:29,1,
2022/09/02 13:16:19,1,
2022/09/02 13:16:22,,1
2022/09/02 13:16:23,,1
2022/09/02 13:17:40,,1
2022/09/02 13:18:50,,1
2022/09/02 13:19:46,1,
2022/09/02 13:19:47,,1
2022/09/02 13:19:47,1,
2022/09/02 13:19:49,,1
2022/09/02 13:19:49,,1
2022/09/02 13:19:58,,1
2022/09/02 13:20:01,1,
2022/09/02 13:21:01,1,
2022/09/02 13:21:08,,1
2022/09/02 13:21:13,,1
2022/09/02 13:21:14,,1
2022/09/02 13:21:36,1,
2022/09/02 13:21:39,1,
2022/09/02 13:23:34,,1
2022/09/02 13:23:34,,1
2022/09/02 13:24:22,,1
2022/09/02 13:24:24,,1
2022/09/02 13:25:43,,1
2022/09/02 13:25:44,,1
2022/09/02 13:25:46,,1
2022/09/02 13:25:46,,1
2022/09/02 13:25:55,1,
2022/09/02 13:26:11,1,
2022/09/02 13:26:12,1,
2022/09/02 13:26:44,,1
2022/09/02 13:26:45,,1
2022/09/02 13:26:45,,1
2022/09/02 13:27:29,,1
2022/09/02 13:27:31,1,
2022/09/02 13:27:43,,1
2022/09/02 13:27:50,1,
2022/09/02 13:28:13,1,
2022/09/02 13:28:45,,1
2022/09/02 13:30:47,,1
2022/09/02 13:31:35,,1
2022/09/02 13:31:36,,1
2022/09/02 13:31:37,,1
2022/09/02 13:31:38,,1
2022/09/02 13:33:42,,1
2022/09/02 13:33:42,,1
2022/09/02 13:34:10,,1
2022/09/02 13:34:18,1,
2022/09/02 13:34:25,,1
2022/09/02 13:34:35,1,
2022/09/02 13:34:55,1,
2022/09/02 13:36:48,1,
2022/09/02 13:37:22,1,
2022/09/02 13:38:59,,1
2022/09/02 13:39:13,1,
2022/09/02 13:40:52,1,
2022/09/02 13:40:54,,1
2022/09/02 13:40:54,,1
2022/09/02 13:40:55,,1
2022/09/02 13:40:55,1,
2022/09/02 13:41:36,1,
2022/09/02 13:42:36,,1
2022/09/02 13:42:44,1,
2022/09/02 13:43:12,,1
2022/09/02 13:44:02,,1
2022/09/02 13:44:23,1,
2022/09/02 13:45:17,,1
2022/09/02 13:45:27,1,
2022/09/02 13:45:28,1,
2022/09/02 13:45:30,1,
2022/09/02 13:45:36,,1
2022/09/02 13:46:19,,1
2022/09/02 13:47:08,1,
2022/09/02 13:48:10,,1
2022/09/02 13:48:56,,1
2022/09/02 13:50:14,,1
2022/09/02 13:51:33,,1
2022/09/02 13:52:18,1,
2022/09/02 13:52:31,,1
2022/09/02 13:52:40,1,
2022/09/02 13:53:52,,1
2022/09/02 13:54:29,1,
2022/09/02 13:55:21,,1
2022/09/02 13:56:10,1,
2022/09/02 13:56:25,1,
2022/09/02 13:56:40,,1
2022/09/02 13:57:29,,1
2022/09/02 13:58:03,,1
2022/09/02 13:58:04,,1
2022/09/02 13:58:06,,1
2022/09/02 13:58:06,,1
2022/09/02 13:58:06,,1
2022/09/02 13:58:06,,1
2022/09/02 13:58:19,,1
2022/09/02 13:58:20,,1
2022/09/02 13:58:31,,1
2022/09/02 13:58:50,1,
2022/09/02 13:58:52,1,
2022/09/02 13:58:53,,1
2022/09/02 13:59:03,,1
2022/09/02 13:59:34,,1
2022/09/02 13:59:37,1,
2022/09/02 14:00:24,,1
2022/09/02 14:00:52,1,
2022/09/02 14:02:22,,1
2022/09/02 14:02:24,,1
2022/09/02 14:04:22,1,
2022/09/02 14:05:31,1,
2022/09/02 14:07:17,,1
2022/09/02 14:07:29,,1
2022/09/02 14:09:45,,1
2022/09/02 14:10:15,1,
2022/09/02 14:10:17,1,
2022/09/02 14:11:46,1,
2022/09/02 14:13:26,,1
2022/09/02 14:13:29,1,
2022/09/02 14:13:40,,1
2022/09/02 14:13:42,,1
2022/09/02 14:13:49,,1
2022/09/02 14:14:53,,1
2022/09/02 14:14:54,,1
2022/09/02 14:14:55,,1
2022/09/02 14:15:26,,1
2022/09/02 14:15:27,,1
2022/09/02 14:19:47,1,
2022/09/02 14:22:22,,1
2022/09/02 14:22:22,,1
2022/09/02 14:23:00,,1
2022/09/02 14:23:01,,1
2022/09/02 14:23:41,,1
2022/09/02 14:27:12,,1
2022/09/02 14:27:13,,1
2022/09/02 14:27:27,1,
2022/09/02 14:27:30,,1
2022/09/02 14:27:30,,1
2022/09/02 14:27:30,,1
2022/09/02 14:27:35,,1
2022/09/02 14:27:56,,1
2022/09/02 14:28:37,,1
2022/09/02 14:30:16,1,
2022/09/02 14:30:17,1,
2022/09/02 14:30:19,1,
2022/09/02 14:30:19,,1
2022/09/02 14:31:45,1,
2022/09/02 14:33:06,,1
2022/09/02 14:33:06,,1
2022/09/02 14:33:28,1,
2022/09/02 14:33:56,1,
2022/09/02 14:36:57,1,
2022/09/02 14:38:23,,1
2022/09/02 14:40:59,1,
2022/09/02 14:41:52,,1
2022/09/02 14:41:52,1,
2022/09/02 14:44:30,,1
2022/09/02 14:46:18,,1
2022/09/02 14:49:13,,1
2022/09/02 14:49:16,1,
2022/09/02 14:49:16,,1
2022/09/02 14:49:26,,1
2022/09/02 14:50:07,,1
2022/09/02 14:51:30,,1
2022/09/02 14:53:58,,1
2022/09/02 14:53:59,1,
2022/09/02 14:55:55,1,
2022/09/02 14:57:08,,1
2022/09/02 14:57:44,1,
2022/09/02 14:58:17,1,
2022/09/02 14:58:30,,1
2022/09/02 15:01:23,,1
2022/09/02 15:01:35,,1
2022/09/02 15:06:09,,1
2022/09/02 15:06:09,1,
2022/09/02 15:08:39,1,
2022/09/02 15:10:58,1,
2022/09/02 15:12:24,,1
2022/09/02 15:13:48,1,
2022/09/02 15:16:00,,1
2022/09/02 15:18:48,1,
2022/09/02 15:21:41,,1
2022/09/02 15:22:50,,1
2022/09/02 15:24:35,1,
2022/09/02 15:24:38,,1
2022/09/02 15:25:27,1,
2022/09/02 15:27:02,,1
2022/09/02 15:27:23,,1
2022/09/02 15:27:42,1,
2022/09/02 15:27:51,1,
2022/09/02 15:28:08,,1
2022/09/02 15:29:32,1,
2022/09/02 15:29:35,1,
2022/09/02 15:29:35,1,
2022/09/02 15:32:25,,1
2022/09/02 15:32:27,1,
2022/09/02 15:35:23,1,
2022/09/02 15:36:32,1,
2022/09/02 15:36:32,1,
2022/09/02 15:39:09,,1
2022/09/02 15:39:09,,1
2022/09/02 15:42:18,1,
2022/09/02 15:42:19,1,
2022/09/02 15:43:41,,1
2022/09/02 15:47:11,,1
2022/09/02 15:47:14,1,
2022/09/02 15:48:48,1,
2022/09/02 15:50:42,,1
2022/09/02 15:52:00,1,
2022/09/02 15:52:01,1,
2022/09/02 15:52:56,,1
2022/09/02 15:54:06,,1
2022/09/02 15:59:02,1,
2022/09/02 15:59:03,,1
2022/09/02 16:02:33,1,
2022/09/02 16:02:34,1,
2022/09/02 16:06:24,1,
2022/09/02 16:06:44,,1
2022/09/02 16:17:51,1,
2022/09/02 16:18:50,1,
2022/09/02 16:22:59,1,
2022/09/02 16:23:30,1,
2022/09/02 16:23:53,,1
2022/09/02 16:23:58,,1
2022/09/02 16:24:00,,1
2022/09/02 16:24:49,1,
2022/09/02 16:24:49,1,
2022/09/02 16:25:07,,1
2022/09/02 16:25:07,,1
2022/09/02 16:26:49,,1
2022/09/02 16:27:29,,1
2022/09/02 16:28:42,,1
2022/09/02 16:32:03,1,
2022/09/02 16:32:03,1,
2022/09/02 16:32:04,1,
2022/09/02 16:32:04,,1
2022/09/02 16:32:47,1,
2022/09/02 16:33:12,1,
2022/09/02 16:33:13,1,
2022/09/02 16:33:13,,1
2022/09/02 16:34:56,,1
2022/09/02 16:35:06,,1
2022/09/02 16:35:42,,1
2022/09/02 16:35:42,1,
2022/09/02 16:41:58,,1
2022/09/02 16:42:08,1,
2022/09/02 16:43:13,1,
2022/09/02 16:43:14,1,
2022/09/02 16:43:14,,1
2022/09/02 16:46:45,1,
2022/09/02 16:47:22,1,
2022/09/02 16:51:50,,1
2022/09/02 16:51:53,,1
2022/09/02 16:52:09,1,
2022/09/02 16:52:20,1,
2022/09/02 16:53:27,,1
2022/09/02 16:55:12,,1
2022/09/02 16:56:32,,1
2022/09/02 16:58:08,1,
2022/09/02 16:58:09,1,
2022/09/02 16:58:17,1,
2022/09/02 16:59:05,,1
2022/09/02 17:00:26,1,
2022/09/02 17:00:29,1,
2022/09/02 17:01:47,,1
2022/09/02 17:01:50,1,
2022/09/02 17:02:44,,1
2022/09/02 17:03:26,,1
2022/09/02 17:04:39,,1
2022/09/02 17:05:40,1,
2022/09/02 17:06:28,1,
2022/09/02 17:08:24,1,
2022/09/02 17:13:29,,1
2022/09/02 17:13:32,1,
2022/09/02 17:13:34,1,
2022/09/02 17:15:25,,1
2022/09/02 17:15:56,,1
2022/09/02 17:18:46,1,
2022/09/02 17:18:47,1,
2022/09/02 17:20:00,1,
2022/09/02 17:24:00,1,
2022/09/02 17:24:01,1,
2022/09/02 17:24:15,,1
2022/09/02 17:24:41,1,
2022/09/02 17:24:58,1,
2022/09/02 17:25:29,1,
2022/09/02 17:25:30,1,
2022/09/02 17:25:31,1,
2022/09/02 17:25:41,1,
2022/09/02 17:25:49,,1
2022/09/02 17:25:53,,1
2022/09/02 17:28:04,1,
2022/09/02 17:28:06,,1
2022/09/02 17:28:21,,1
2022/09/02 17:28:49,1,
2022/09/02 17:29:57,,1
2022/09/02 17:31:22,,1
2022/09/02 17:33:08,1,
2022/09/02 17:33:11,1,
2022/09/02 17:33:11,1,
2022/09/02 17:33:11,,1
2022/09/02 17:33:13,1,
2022/09/02 17:33:13,1,
2022/09/02 17:33:25,,1
2022/09/02 17:33:26,,1
2022/09/02 17:33:27,,1
2022/09/02 17:33:28,,1
2022/09/02 17:33:43,,1
2022/09/02 17:35:30,1,
2022/09/02 17:36:03,1,
2022/09/02 17:37:44,,1
2022/09/02 17:37:45,1,
2022/09/02 17:38:46,1,
2022/09/02 17:38:48,1,
2022/09/02 17:39:44,,1
2022/09/02 17:40:09,,1
2022/09/02 17:40:23,1,
2022/09/02 17:40:35,,1
2022/09/02 17:40:36,1,
2022/09/02 17:40:39,,1
2022/09/02 17:41:48,1,
2022/09/02 17:42:25,,1
2022/09/02 17:42:32,1,
2022/09/02 17:42:44,,1
2022/09/02 17:44:03,1,
2022/09/02 17:44:21,,1
2022/09/02 17:45:23,1,
2022/09/02 17:45:24,,1
2022/09/02 17:45:30,1,
2022/09/02 17:45:44,,1
2022/09/02 17:47:29,,1
2022/09/02 17:47:31,,1
2022/09/02 17:47:35,,1
2022/09/02 17:47:43,,1
2022/09/02 17:47:44,1,
2022/09/02 17:51:18,1,
2022/09/02 17:51:19,,1
2022/09/02 17:52:07,,1
2022/09/02 17:52:18,,1
2022/09/02 17:53:17,,1
2022/09/02 17:53:18,,1
2022/09/02 17:53:25,,1
2022/09/02 17:53:37,1,
2022/09/02 17:53:39,1,
2022/09/02 17:55:51,,1
2022/09/02 17:56:07,,1
2022/09/02 17:56:13,1,
2022/09/02 17:56:41,,1
2022/09/02 17:56:42,,1
2022/09/02 17:56:44,,1
2022/09/02 17:56:44,1,
2022/09/02 17:57:12,,1
2022/09/02 17:57:13,1,
2022/09/02 17:57:14,,1
2022/09/02 17:57:14,,1
2022/09/02 17:57:15,,1
2022/09/02 17:57:26,,1
2022/09/02 17:58:00,1,
2022/09/02 17:58:01,,1
2022/09/02 17:58:01,1,
2022/09/02 17:58:04,1,
2022/09/02 17:58:06,,1
2022/09/02 17:58:06,1,
2022/09/02 17:59:07,,1
2022/09/02 18:00:19,,1
2022/09/02 18:00:33,1,
2022/09/02 18:00:34,1,
2022/09/02 18:00:34,,1
2022/09/02 18:00:35,,1
2022/09/02 18:01:25,1,
2022/09/02 18:01:41,1,
2022/09/02 18:01:43,,1
2022/09/02 18:01:48,,1
2022/09/02 18:02:36,1,
2022/09/02 18:02:40,,1
2022/09/02 18:03:14,,1
2022/09/02 18:03:28,,1
2022/09/02 18:03:29,,1
2022/09/02 18:03:30,,1
2022/09/02 18:04:26,,1
2022/09/02 18:04:34,1,
2022/09/02 18:04:42,1,
2022/09/02 18:04:55,1,
2022/09/02 18:05:19,,1
2022/09/02 18:05:49,,1
2022/09/02 18:05:57,1,
2022/09/02 18:05:59,1,
2022/09/02 18:06:00,1,
2022/09/02 18:06:00,1,
2022/09/02 18:06:43,,1
2022/09/02 18:07:27,,1
2022/09/02 18:07:30,,1
2022/09/02 18:07:58,1,
2022/09/02 18:08:00,,1
2022/09/02 18:08:05,,1
2022/09/02 18:09:13,1,
2022/09/02 18:10:37,1,
2022/09/02 18:11:00,1,
2022/09/02 18:11:19,1,
2022/09/02 18:11:42,1,
2022/09/02 18:12:05,,1
2022/09/02 18:12:14,1,
2022/09/02 18:12:56,,1
2022/09/02 18:13:01,,1
2022/09/02 18:13:20,1,
2022/09/02 18:13:27,1,
2022/09/02 18:13:40,,1
2022/09/02 18:14:54,,1
2022/09/02 18:14:54,1,
2022/09/02 18:15:56,1,
2022/09/02 18:16:13,,1
2022/09/02 18:16:23,,1
2022/09/02 18:18:11,,1
2022/09/02 18:18:18,,1
2022/09/02 18:18:50,,1
2022/09/02 18:18:59,,1
2022/09/02 18:19:04,,1
2022/09/02 18:20:38,1,
2022/09/02 18:20:39,,1
2022/09/02 18:20:55,,1
2022/09/02 18:21:02,1,
2022/09/02 18:21:17,,1
2022/09/02 18:21:28,1,
2022/09/02 18:23:27,1,
2022/09/02 18:23:37,,1
2022/09/02 18:23:40,,1
2022/09/02 18:23:41,,1
2022/09/02 18:23:45,1,
2022/09/02 18:23:52,,1
2022/09/02 18:24:19,,1
2022/09/02 18:25:04,1,
2022/09/02 18:25:19,,1
2022/09/02 18:25:48,,1
2022/09/02 18:26:32,,1
2022/09/02 18:26:34,,1
2022/09/02 18:26:37,1,
2022/09/02 18:26:53,1,
2022/09/02 18:27:50,,1
2022/09/02 18:27:54,,1
2022/09/02 18:27:54,,1
2022/09/02 18:27:55,1,
2022/09/02 18:28:16,,1
2022/09/02 18:28:17,,1
2022/09/02 18:28:31,,1
2022/09/02 18:29:08,1,
2022/09/02 18:29:09,1,
2022/09/02 18:30:40,,1
2022/09/02 18:30:42,,1
2022/09/02 18:30:42,,1
2022/09/02 18:30:50,1,
2022/09/02 18:30:50,1,
2022/09/02 18:30:51,1,
2022/09/02 18:31:43,,1
2022/09/02 18:32:38,,1
2022/09/02 18:34:08,,1
2022/09/02 18:35:13,,1
2022/09/02 18:35:35,1,
2022/09/02 18:36:23,1,
2022/09/02 18:36:54,,1
2022/09/02 18:39:36,,1
2022/09/02 18:39:47,,1
2022/09/02 18:39:51,,1
2022/09/02 18:39:53,,1
2022/09/02 18:39:53,1,
2022/09/02 18:39:54,,1
2022/09/02 18:41:14,1,
2022/09/02 18:41:15,1,
2022/09/02 18:41:19,1,
2022/09/02 18:41:37,,1
2022/09/02 18:42:37,1,
2022/09/02 18:44:37,,1
2022/09/02 18:45:23,,1
2022/09/02 18:45:34,,1
2022/09/02 18:46:31,,1
2022/09/02 18:47:53,,1
2022/09/02 18:49:07,,1
2022/09/02 18:50:46,1,
2022/09/02 18:50:49,,1
2022/09/02 18:51:24,,1
2022/09/02 18:51:30,1,
2022/09/02 18:53:18,1,
2022/09/02 18:53:21,1,
2022/09/02 18:53:27,,1
2022/09/02 18:54:51,1,
2022/09/02 18:56:24,1,
2022/09/02 18:56:36,,1
2022/09/02 18:56:45,,1
2022/09/02 18:58:01,,1
2022/09/02 18:59:16,,1
2022/09/02 19:01:13,,1
2022/09/02 19:05:36,,1
2022/09/02 19:06:42,1,
2022/09/02 19:06:43,1,
2022/09/02 19:07:50,,1
2022/09/02 19:08:01,1,
2022/09/02 19:08:03,1,
2022/09/02 19:08:12,,1
2022/09/02 19:08:41,,1
2022/09/02 19:09:16,1,
2022/09/02 19:11:13,1,
2022/09/02 19:11:46,1,
2022/09/02 19:11:47,1,
2022/09/02 19:15:31,,1
2022/09/02 19:16:00,,1
2022/09/02 19:16:28,,1
2022/09/02 19:18:17,,1
2022/09/02 19:20:46,,1
2022/09/02 19:20:47,,1
2022/09/02 19:21:22,1,
2022/09/02 19:21:40,,1
2022/09/02 19:24:33,,1
2022/09/02 19:25:55,,1
2022/09/02 19:26:06,,1
2022/09/02 19:31:32,,1
2022/09/02 19:33:44,,1
2022/09/02 19:35:30,1,
2022/09/02 19:42:19,,1
2022/09/02 19:44:21,,1
2022/09/02 19:51:03,1,
2022/09/02 19:54:57,,1
2022/09/02 19:55:10,,1
2022/09/02 19:55:11,,1
2022/09/02 19:56:23,,1
2022/09/02 19:56:24,,1
2022/09/02 19:57:48,1,
2022/09/02 19:58:07,,1
2022/09/02 20:06:04,1,
2022/09/02 20:10:06,1,
2022/09/02 20:11:08,1,
2022/09/02 20:16:56,,1
2022/09/02 20:16:57,,1
2022/09/02 20:19:10,,1
2022/09/02 20:19:13,,1
2022/09/02 20:19:13,,1
2022/09/02 20:19:45,,1
2022/09/02 20:19:46,,1
2022/09/02 20:21:57,,1
2022/09/02 20:21:58,,1
2022/09/02 20:21:59,,1
2022/09/02 20:22:42,,1
2022/09/02 20:24:02,,1
2022/09/02 20:24:04,,1
2022/09/02 20:47:31,1,
2022/09/02 20:48:13,,1
2022/09/02 20:48:59,,1
2022/09/02 20:50:25,,1
2022/09/02 21:12:48,,1
2022/09/02 21:13:03,,1
2022/09/02 22:06:45,1,
2022/09/02 22:08:13,1,
2022/09/02 22:11:55,,1
2022/09/02 22:27:05,,1
2022/09/02 22:28:48,,1
2022/09/02 22:28:50,,1
2022/09/02 22:34:04,,1
2022/09/02 22:37:35,1,
2022/09/02 22:39:25,,1
2022/09/02 22:39:56,,1
2022/09/02 22:42:17,,1
2022/09/02 22:44:27,,1
2022/09/02 22:44:29,,1
2022/09/02 22:47:58,,1
2022/09/02 22:48:00,,1
2022/09/02 23:32:58,,1
2022/09/02 23:55:43,,1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
